Reported_Date,HA,Sex,Classification_Reported,Age_Group_Extract,Case Count
2022-06-26,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2022-06-26,Vancouver Island,M,Lab-diagnosed,20-29,2
2022-06-26,Vancouver Island,M,Lab-diagnosed,90+,1
2022-06-26,Northern,M,Lab-diagnosed,50-59,1
2022-06-26,Fraser,F,Lab-diagnosed,10-19,1
2022-06-26,Vancouver Island,M,Lab-diagnosed,60-69,3
2022-06-26,Fraser,F,Lab-diagnosed,80-89,5
2022-06-26,Northern,F,Lab-diagnosed,80-89,1
2022-06-26,Interior,M,Lab-diagnosed,80-89,1
2022-06-26,Fraser,M,Lab-diagnosed,10-19,1
2022-06-26,Interior,M,Lab-diagnosed,40-49,1
2022-06-26,Interior,M,Lab-diagnosed,60-69,1
2022-06-26,Fraser,F,Lab-diagnosed,40-49,1
2022-06-26,Fraser,F,Lab-diagnosed,<10,0
2022-06-26,Vancouver Island,M,Lab-diagnosed,50-59,1
2022-06-26,Fraser,M,Lab-diagnosed,30-39,1
2022-06-26,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2022-06-26,Fraser,M,Lab-diagnosed,<10,0
2022-06-26,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2022-06-26,Vancouver Island,M,Lab-diagnosed,80-89,1
2022-06-26,Vancouver Island,M,Lab-diagnosed,70-79,1
2022-06-27,Vancouver Coastal,M,Lab-diagnosed,80-89,2
2022-06-27,Interior,F,Lab-diagnosed,30-39,3
2022-06-27,Vancouver Island,M,Lab-diagnosed,50-59,2
2022-06-27,Interior,F,Lab-diagnosed,80-89,6
2022-06-27,Interior,M,Lab-diagnosed,50-59,2
2022-06-27,Interior,F,Lab-diagnosed,40-49,1
2022-06-27,Vancouver Coastal,F,Lab-diagnosed,10-19,1
2022-06-27,Fraser,F,Lab-diagnosed,20-29,3
2022-06-27,Vancouver Island,F,Lab-diagnosed,40-49,2
2022-06-27,Fraser,F,Lab-diagnosed,30-39,2
2022-06-27,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2022-06-27,Vancouver Island,F,Lab-diagnosed,60-69,1
2022-06-27,Vancouver Island,F,Lab-diagnosed,<10,0
2022-06-27,Vancouver Coastal,F,Lab-diagnosed,30-39,5
2022-06-27,Fraser,F,Lab-diagnosed,80-89,1
2022-06-27,Fraser,F,Lab-diagnosed,60-69,3
2022-06-27,Fraser,F,Lab-diagnosed,40-49,2
2022-06-27,Vancouver Island,F,Lab-diagnosed,30-39,2
2022-06-27,Fraser,M,Lab-diagnosed,70-79,3
2022-06-27,Fraser,M,Lab-diagnosed,<10,0
2022-06-27,Interior,M,Lab-diagnosed,30-39,1
2022-06-27,Vancouver Island,M,Lab-diagnosed,40-49,2
2022-06-27,Interior,M,Lab-diagnosed,80-89,1
2022-06-27,Interior,F,Lab-diagnosed,50-59,1
2022-06-27,Interior,F,Lab-diagnosed,20-29,2
2022-06-27,Fraser,M,Lab-diagnosed,40-49,2
2022-06-27,Interior,F,Lab-diagnosed,10-19,1
2022-06-27,Fraser,M,Lab-diagnosed,30-39,5
2022-06-27,Interior,M,Lab-diagnosed,70-79,2
2022-06-27,Vancouver Island,F,Lab-diagnosed,10-19,1
2022-06-27,Fraser,M,Lab-diagnosed,80-89,3
2022-06-27,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-06-27,Vancouver Island,M,Lab-diagnosed,70-79,2
2022-06-27,Northern,F,Lab-diagnosed,40-49,1
2022-06-27,Fraser,F,Lab-diagnosed,<10,0
2022-06-27,Interior,F,Lab-diagnosed,60-69,1
2022-06-27,Vancouver Island,M,Lab-diagnosed,60-69,1
2022-06-27,Fraser,M,Lab-diagnosed,90+,3
2022-06-27,Vancouver Island,F,Lab-diagnosed,90+,1
2022-06-27,Fraser,M,Lab-diagnosed,50-59,2
2022-06-27,Interior,F,Lab-diagnosed,90+,2
2022-06-27,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2022-06-27,Interior,M,Lab-diagnosed,60-69,1
2022-06-27,Fraser,F,Lab-diagnosed,50-59,4
2022-06-27,Northern,F,Lab-diagnosed,20-29,1
2022-06-27,Fraser,M,Lab-diagnosed,60-69,3
2022-06-27,Fraser,M,Lab-diagnosed,20-29,3
2022-06-27,Fraser,F,Lab-diagnosed,70-79,1
2022-06-27,Fraser,F,Lab-diagnosed,90+,1
2022-06-27,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2022-06-27,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2022-06-27,Vancouver Coastal,M,Lab-diagnosed,70-79,2
2022-06-27,Fraser,F,Lab-diagnosed,10-19,1
2022-06-27,Fraser,M,Lab-diagnosed,10-19,1
2022-06-27,Northern,F,Lab-diagnosed,50-59,1
2022-06-27,Vancouver Coastal,M,Lab-diagnosed,90+,1
2022-06-27,Vancouver Island,M,Lab-diagnosed,<10,0
2022-06-28,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2022-06-28,Vancouver Coastal,M,Lab-diagnosed,80-89,6
2022-06-28,Fraser,F,Lab-diagnosed,10-19,1
2022-06-28,Fraser,M,Lab-diagnosed,50-59,6
2022-06-28,Fraser,F,Lab-diagnosed,80-89,5
2022-06-28,Fraser,M,Lab-diagnosed,<10,0
2022-06-28,Fraser,M,Lab-diagnosed,80-89,2
2022-06-28,Fraser,M,Lab-diagnosed,60-69,1
2022-06-28,Fraser,M,Lab-diagnosed,30-39,2
2022-06-28,Vancouver Island,F,Lab-diagnosed,80-89,1
2022-06-28,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2022-06-28,Northern,F,Lab-diagnosed,<10,0
2022-06-28,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2022-06-28,Interior,M,Lab-diagnosed,60-69,1
2022-06-28,Fraser,M,Lab-diagnosed,10-19,1
2022-06-28,Northern,F,Lab-diagnosed,20-29,2
2022-06-28,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2022-06-28,Fraser,F,Lab-diagnosed,70-79,3
2022-06-28,Vancouver Coastal,M,Lab-diagnosed,50-59,3
2022-06-28,Vancouver Island,F,Lab-diagnosed,30-39,2
2022-06-28,Northern,F,Lab-diagnosed,40-49,1
2022-06-28,Interior,M,Lab-diagnosed,30-39,1
2022-06-28,Vancouver Coastal,F,Lab-diagnosed,80-89,4
2022-06-28,Northern,M,Lab-diagnosed,<10,0
2022-06-28,Interior,M,Lab-diagnosed,50-59,1
2022-06-28,Vancouver Island,M,Lab-diagnosed,20-29,4
2022-06-28,Interior,F,Lab-diagnosed,40-49,2
2022-06-28,Interior,F,Lab-diagnosed,60-69,1
2022-06-28,Vancouver Island,F,Lab-diagnosed,50-59,2
2022-06-28,Vancouver Island,F,Lab-diagnosed,60-69,4
2022-06-28,Interior,F,Lab-diagnosed,90+,2
2022-06-28,Interior,F,Lab-diagnosed,80-89,1
2022-06-28,Fraser,F,Lab-diagnosed,90+,2
2022-06-28,Northern,F,Lab-diagnosed,80-89,1
2022-06-28,Vancouver Island,M,Lab-diagnosed,70-79,5
2022-06-28,Fraser,F,Lab-diagnosed,30-39,4
2022-06-28,Interior,F,Lab-diagnosed,50-59,1
2022-06-28,Vancouver Island,F,Lab-diagnosed,20-29,2
2022-06-28,Interior,F,Lab-diagnosed,<10,0
2022-06-28,Vancouver Island,M,Lab-diagnosed,30-39,1
2022-06-28,Interior,M,Lab-diagnosed,70-79,1
2022-06-28,Vancouver Island,F,Lab-diagnosed,90+,1
2022-06-28,Fraser,M,Lab-diagnosed,40-49,2
2022-06-28,Interior,M,Lab-diagnosed,40-49,1
2022-06-28,Vancouver Coastal,F,Lab-diagnosed,20-29,1
2022-06-28,Vancouver Island,M,Lab-diagnosed,80-89,1
2022-06-28,Vancouver Coastal,F,Lab-diagnosed,90+,2
2022-06-28,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2022-06-28,Vancouver Island,M,Lab-diagnosed,60-69,2
2022-06-28,Fraser,F,Lab-diagnosed,50-59,1
2022-06-28,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2022-06-28,Fraser,F,Lab-diagnosed,60-69,3
2022-06-28,Fraser,M,Lab-diagnosed,70-79,3
2022-06-28,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2022-06-28,Fraser,M,Lab-diagnosed,20-29,1
2022-06-28,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2022-06-28,Northern,M,Lab-diagnosed,20-29,1
2022-06-28,Fraser,F,Lab-diagnosed,40-49,1
2022-06-28,Interior,M,Lab-diagnosed,90+,1
2022-06-28,Vancouver Coastal,M,Lab-diagnosed,90+,1
2022-06-29,Fraser,M,Lab-diagnosed,80-89,6
2022-06-29,Interior,M,Lab-diagnosed,60-69,3
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,10-19,1
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,70-79,5
2022-06-29,Vancouver Coastal,M,Lab-diagnosed,20-29,2
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,90+,4
2022-06-29,Vancouver Island,F,Lab-diagnosed,60-69,2
2022-06-29,Fraser,F,Lab-diagnosed,40-49,3
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-06-29,Fraser,M,Lab-diagnosed,30-39,2
2022-06-29,Vancouver Island,F,Lab-diagnosed,70-79,2
2022-06-29,Northern,M,Lab-diagnosed,50-59,1
2022-06-29,Vancouver Island,M,Lab-diagnosed,70-79,2
2022-06-29,Vancouver Island,M,Lab-diagnosed,40-49,1
2022-06-29,Fraser,M,Lab-diagnosed,90+,1
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,60-69,4
2022-06-29,Fraser,F,Lab-diagnosed,20-29,3
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,20-29,1
2022-06-29,Fraser,M,Lab-diagnosed,60-69,2
2022-06-29,Interior,F,Lab-diagnosed,80-89,2
2022-06-29,Vancouver Island,M,Lab-diagnosed,50-59,1
2022-06-29,Vancouver Island,M,Lab-diagnosed,20-29,1
2022-06-29,Fraser,F,Lab-diagnosed,70-79,5
2022-06-29,Vancouver Island,M,Lab-diagnosed,30-39,1
2022-06-29,Fraser,F,Lab-diagnosed,90+,2
2022-06-29,Vancouver Island,M,Lab-diagnosed,60-69,1
2022-06-29,Northern,M,Lab-diagnosed,20-29,1
2022-06-29,Vancouver Coastal,M,Lab-diagnosed,80-89,2
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,80-89,2
2022-06-29,Vancouver Island,F,Lab-diagnosed,<10,0
2022-06-29,Fraser,M,Lab-diagnosed,50-59,3
2022-06-29,Vancouver Island,F,Lab-diagnosed,80-89,4
2022-06-29,Interior,M,Lab-diagnosed,70-79,1
2022-06-29,Northern,F,Lab-diagnosed,50-59,1
2022-06-29,Vancouver Coastal,F,Lab-diagnosed,50-59,4
2022-06-29,Interior,M,Lab-diagnosed,30-39,1
2022-06-29,Fraser,F,Lab-diagnosed,<10,0
2022-06-29,Interior,F,Lab-diagnosed,90+,2
2022-06-29,Vancouver Island,F,Lab-diagnosed,40-49,2
2022-06-29,Interior,F,Lab-diagnosed,70-79,1
2022-06-29,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-06-29,Vancouver Island,M,Lab-diagnosed,80-89,2
2022-06-29,Fraser,M,Lab-diagnosed,70-79,4
2022-06-29,Interior,F,Lab-diagnosed,50-59,1
2022-06-29,Fraser,M,Lab-diagnosed,40-49,1
2022-06-29,Fraser,M,Lab-diagnosed,<10,0
2022-06-29,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2022-06-29,Fraser,F,Lab-diagnosed,60-69,1
2022-06-29,Fraser,F,Lab-diagnosed,50-59,1
2022-06-29,Vancouver Coastal,M,Lab-diagnosed,90+,1
2022-06-29,Vancouver Island,F,Lab-diagnosed,50-59,1
2022-06-29,Northern,F,Lab-diagnosed,40-49,1
2022-06-29,Interior,M,Lab-diagnosed,80-89,1
2022-06-29,Fraser,F,Lab-diagnosed,30-39,1
2022-06-30,Fraser,M,Lab-diagnosed,40-49,7
2022-06-30,Fraser,M,Lab-diagnosed,90+,3
2022-06-30,Fraser,F,Lab-diagnosed,90+,4
2022-06-30,Northern,F,Lab-diagnosed,20-29,1
2022-06-30,Vancouver Island,M,Lab-diagnosed,30-39,3
2022-06-30,Fraser,M,Lab-diagnosed,80-89,3
2022-06-30,Vancouver Coastal,F,Lab-diagnosed,80-89,4
2022-06-30,Vancouver Coastal,M,Lab-diagnosed,50-59,2
2022-06-30,Vancouver Island,M,Lab-diagnosed,80-89,1
2022-06-30,Fraser,F,Lab-diagnosed,10-19,1
2022-06-30,Vancouver Island,F,Lab-diagnosed,10-19,1
2022-06-30,Fraser,F,Lab-diagnosed,60-69,2
2022-06-30,Interior,F,Lab-diagnosed,80-89,3
2022-06-30,Fraser,F,Lab-diagnosed,80-89,5
2022-06-30,Fraser,M,Lab-diagnosed,70-79,7
2022-06-30,Fraser,F,Lab-diagnosed,30-39,5
2022-06-30,Vancouver Coastal,M,Lab-diagnosed,30-39,3
2022-06-30,Fraser,F,Lab-diagnosed,20-29,2
2022-06-30,Fraser,M,Lab-diagnosed,60-69,4
2022-06-30,Interior,F,Lab-diagnosed,60-69,1
2022-06-30,Interior,M,Lab-diagnosed,80-89,2
2022-06-30,Fraser,M,Lab-diagnosed,<10,0
2022-06-30,Fraser,F,Lab-diagnosed,40-49,3
2022-06-30,Fraser,F,Lab-diagnosed,<10,0
2022-06-30,Fraser,F,Lab-diagnosed,70-79,5
2022-06-30,Interior,F,Lab-diagnosed,90+,2
2022-06-30,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2022-06-30,Vancouver Island,F,Lab-diagnosed,80-89,1
2022-06-30,Fraser,M,Lab-diagnosed,30-39,1
2022-06-30,Vancouver Island,F,Lab-diagnosed,70-79,2
2022-06-30,Interior,M,Lab-diagnosed,60-69,2
2022-06-30,Fraser,M,Lab-diagnosed,10-19,1
2022-06-30,Vancouver Coastal,F,Lab-diagnosed,20-29,2
2022-06-30,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2022-06-30,Vancouver Island,F,Lab-diagnosed,90+,1
2022-06-30,Vancouver Island,F,Lab-diagnosed,20-29,3
2022-06-30,Vancouver Island,F,Lab-diagnosed,50-59,1
2022-06-30,Vancouver Coastal,F,Lab-diagnosed,90+,2
2022-06-30,Fraser,F,Lab-diagnosed,50-59,2
2022-06-30,Vancouver Coastal,M,Lab-diagnosed,90+,1
2022-06-30,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2022-06-30,Vancouver Island,M,Lab-diagnosed,90+,1
2022-06-30,Vancouver Island,M,Lab-diagnosed,60-69,1
2022-06-30,Northern,F,Lab-diagnosed,80-89,1
2022-06-30,Northern,M,Lab-diagnosed,70-79,2
2022-06-30,Northern,M,Lab-diagnosed,50-59,1
2022-06-30,Vancouver Island,M,Lab-diagnosed,20-29,1
2022-06-30,Fraser,M,Lab-diagnosed,50-59,2
2022-07-01,Vancouver Island,M,Lab-diagnosed,40-49,1
2022-07-01,Fraser,M,Lab-diagnosed,30-39,5
2022-07-01,Fraser,M,Lab-diagnosed,80-89,6
2022-07-01,Fraser,M,Lab-diagnosed,60-69,4
2022-07-01,Fraser,F,Lab-diagnosed,60-69,2
2022-07-01,Vancouver Coastal,M,Lab-diagnosed,90+,1
2022-07-01,Fraser,F,Lab-diagnosed,50-59,3
2022-07-01,Fraser,M,Lab-diagnosed,10-19,2
2022-07-01,Fraser,M,Lab-diagnosed,70-79,3
2022-07-01,Vancouver Coastal,M,Lab-diagnosed,80-89,3
2022-07-01,Vancouver Island,M,Lab-diagnosed,30-39,2
2022-07-01,Interior,F,Lab-diagnosed,70-79,5
2022-07-01,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2022-07-01,Interior,M,Lab-diagnosed,20-29,2
2022-07-01,Vancouver Coastal,F,Lab-diagnosed,90+,5
2022-07-01,Fraser,F,Lab-diagnosed,30-39,5
2022-07-01,Fraser,M,Lab-diagnosed,90+,2
2022-07-01,Interior,F,Lab-diagnosed,80-89,1
2022-07-01,Northern,F,Lab-diagnosed,70-79,2
2022-07-01,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-07-01,Fraser,F,Lab-diagnosed,<10,0
2022-07-01,Vancouver Island,F,Lab-diagnosed,70-79,3
2022-07-01,Vancouver Coastal,F,Lab-diagnosed,20-29,2
2022-07-01,Vancouver Coastal,F,Lab-diagnosed,70-79,5
2022-07-01,Interior,F,Lab-diagnosed,40-49,2
2022-07-01,Fraser,F,Lab-diagnosed,10-19,1
2022-07-01,Vancouver Island,M,Lab-diagnosed,60-69,2
2022-07-01,Interior,M,Lab-diagnosed,70-79,1
2022-07-01,Vancouver Island,F,Lab-diagnosed,40-49,2
2022-07-01,Fraser,F,Lab-diagnosed,20-29,3
2022-07-01,Vancouver Island,M,Lab-diagnosed,70-79,3
2022-07-01,Fraser,F,Lab-diagnosed,80-89,5
2022-07-01,Vancouver Island,M,Lab-diagnosed,80-89,3
2022-07-01,Vancouver Island,F,Lab-diagnosed,50-59,1
2022-07-01,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2022-07-01,Fraser,F,Lab-diagnosed,70-79,2
2022-07-01,Interior,F,Lab-diagnosed,90+,3
2022-07-01,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2022-07-01,Interior,M,Lab-diagnosed,30-39,1
2022-07-01,Vancouver Coastal,M,Lab-diagnosed,70-79,2
2022-07-01,Interior,F,Lab-diagnosed,50-59,1
2022-07-01,Northern,M,Lab-diagnosed,50-59,1
2022-07-01,Interior,M,Lab-diagnosed,50-59,2
2022-07-01,Northern,F,Lab-diagnosed,80-89,1
2022-07-01,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2022-07-01,Fraser,F,Lab-diagnosed,90+,4
2022-07-01,Fraser,M,Lab-diagnosed,50-59,1
2022-07-01,Interior,F,Lab-diagnosed,20-29,1
2022-07-01,Vancouver Island,F,Lab-diagnosed,60-69,1
2022-07-01,Vancouver Island,F,Lab-diagnosed,80-89,2
2022-07-01,Interior,M,Lab-diagnosed,80-89,1
2022-07-01,Vancouver Island,F,Lab-diagnosed,20-29,1
2022-07-01,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2022-07-01,Fraser,M,Lab-diagnosed,<10,0
2022-07-01,Fraser,F,Lab-diagnosed,40-49,1
2022-07-01,Vancouver Island,F,Lab-diagnosed,90+,1
2022-07-01,Vancouver Coastal,M,Lab-diagnosed,50-59,1
2022-07-01,Fraser,M,Lab-diagnosed,40-49,1
2022-07-01,Interior,M,Lab-diagnosed,90+,2
2022-07-01,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-07-02,Vancouver Coastal,M,Lab-diagnosed,80-89,3
2022-07-02,Fraser,M,Lab-diagnosed,<10,0
2022-07-02,Vancouver Island,F,Lab-diagnosed,30-39,3
2022-07-02,Vancouver Coastal,F,Lab-diagnosed,80-89,3
2022-07-02,Fraser,M,Lab-diagnosed,80-89,8
2022-07-02,Vancouver Coastal,F,Lab-diagnosed,90+,2
2022-07-02,Interior,M,Lab-diagnosed,80-89,1
2022-07-02,Fraser,M,Lab-diagnosed,60-69,1
2022-07-02,Interior,M,Lab-diagnosed,30-39,1
2022-07-02,Vancouver Coastal,F,Lab-diagnosed,30-39,1
2022-07-02,Fraser,F,Lab-diagnosed,70-79,3
2022-07-02,Vancouver Island,F,Lab-diagnosed,80-89,2
2022-07-02,Vancouver Coastal,F,Lab-diagnosed,60-69,3
2022-07-02,Vancouver Island,M,Lab-diagnosed,60-69,1
2022-07-02,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2022-07-02,Fraser,F,Lab-diagnosed,50-59,4
2022-07-02,Fraser,M,Lab-diagnosed,70-79,6
2022-07-02,Interior,F,Lab-diagnosed,90+,2
2022-07-02,Fraser,F,Lab-diagnosed,30-39,5
2022-07-02,Fraser,M,Lab-diagnosed,30-39,2
2022-07-02,Vancouver Island,F,Lab-diagnosed,20-29,2
2022-07-02,Vancouver Island,M,Lab-diagnosed,70-79,3
2022-07-02,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-07-02,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-07-02,Vancouver Island,F,Lab-diagnosed,60-69,4
2022-07-02,Vancouver Island,M,Lab-diagnosed,80-89,1
2022-07-02,Fraser,F,Lab-diagnosed,<10,0
2022-07-02,Fraser,F,Lab-diagnosed,60-69,2
2022-07-02,Interior,F,Lab-diagnosed,80-89,1
2022-07-02,Fraser,F,Lab-diagnosed,20-29,4
2022-07-02,Northern,F,Lab-diagnosed,30-39,4
2022-07-02,Vancouver Coastal,M,Lab-diagnosed,90+,2
2022-07-02,Fraser,F,Lab-diagnosed,80-89,4
2022-07-02,Fraser,M,Lab-diagnosed,90+,1
2022-07-02,Interior,F,Lab-diagnosed,20-29,1
2022-07-02,Vancouver Island,F,Lab-diagnosed,<10,0
2022-07-02,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2022-07-02,Fraser,F,Lab-diagnosed,10-19,1
2022-07-02,Vancouver Island,F,Lab-diagnosed,50-59,1
2022-07-02,Interior,F,Lab-diagnosed,70-79,1
2022-07-02,Vancouver Island,F,Lab-diagnosed,70-79,1
2022-07-02,Fraser,M,Lab-diagnosed,50-59,2
2022-07-02,Interior,M,Lab-diagnosed,60-69,1
2022-07-02,Vancouver Island,M,Lab-diagnosed,40-49,1
2022-07-02,Northern,M,Lab-diagnosed,30-39,2
2022-07-02,Fraser,F,Lab-diagnosed,90+,1
2022-07-03,Fraser,F,Lab-diagnosed,50-59,7
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,50-59,4
2022-07-03,Vancouver Island,M,Lab-diagnosed,80-89,1
2022-07-03,Vancouver Island,F,Lab-diagnosed,70-79,1
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,80-89,7
2022-07-03,Vancouver Island,F,Lab-diagnosed,50-59,1
2022-07-03,Fraser,M,Lab-diagnosed,<10,0
2022-07-03,Fraser,F,Lab-diagnosed,30-39,4
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,20-29,3
2022-07-03,Fraser,F,Lab-diagnosed,<10,0
2022-07-03,Vancouver Island,F,Lab-diagnosed,30-39,1
2022-07-03,Vancouver Island,F,Lab-diagnosed,90+,2
2022-07-03,Interior,F,Lab-diagnosed,80-89,2
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,70-79,3
2022-07-03,Fraser,M,Lab-diagnosed,80-89,2
2022-07-03,Northern,M,Lab-diagnosed,70-79,1
2022-07-03,Vancouver Island,F,Lab-diagnosed,60-69,2
2022-07-03,Interior,M,Lab-diagnosed,50-59,2
2022-07-03,Vancouver Island,F,Lab-diagnosed,80-89,2
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,90+,1
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2022-07-03,Fraser,M,Lab-diagnosed,60-69,4
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,80-89,4
2022-07-03,Interior,F,Lab-diagnosed,70-79,1
2022-07-03,Vancouver Island,M,Lab-diagnosed,70-79,2
2022-07-03,Northern,F,Lab-diagnosed,20-29,2
2022-07-03,Interior,F,Lab-diagnosed,90+,1
2022-07-03,Fraser,M,Lab-diagnosed,20-29,1
2022-07-03,Fraser,F,Lab-diagnosed,60-69,3
2022-07-03,Fraser,F,Lab-diagnosed,20-29,3
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2022-07-03,Interior,F,Lab-diagnosed,20-29,1
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-07-03,Northern,M,Lab-diagnosed,10-19,1
2022-07-03,Fraser,F,Lab-diagnosed,70-79,3
2022-07-03,Northern,F,Lab-diagnosed,60-69,1
2022-07-03,Interior,M,Lab-diagnosed,70-79,1
2022-07-03,Fraser,M,Lab-diagnosed,90+,1
2022-07-03,Northern,M,Lab-diagnosed,30-39,1
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,90+,2
2022-07-03,Vancouver Island,M,Lab-diagnosed,50-59,1
2022-07-03,Fraser,F,Lab-diagnosed,90+,1
2022-07-03,Interior,F,Lab-diagnosed,60-69,1
2022-07-03,Interior,F,Lab-diagnosed,50-59,1
2022-07-03,Interior,M,Lab-diagnosed,80-89,1
2022-07-03,Fraser,M,Lab-diagnosed,70-79,2
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-07-03,Northern,F,Lab-diagnosed,40-49,1
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,50-59,2
2022-07-03,Fraser,M,Lab-diagnosed,40-49,1
2022-07-03,Vancouver Island,F,Lab-diagnosed,10-19,1
2022-07-03,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2022-07-03,Interior,M,Lab-diagnosed,30-39,2
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2022-07-03,Vancouver Island,F,Lab-diagnosed,20-29,1
2022-07-03,Interior,M,Lab-diagnosed,40-49,1
2022-07-03,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2022-07-04,Fraser,F,Lab-diagnosed,70-79,5
2022-07-04,Fraser,M,Lab-diagnosed,50-59,2
2022-07-04,Vancouver Coastal,F,Lab-diagnosed,40-49,4
2022-07-04,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-07-04,Interior,M,Lab-diagnosed,80-89,3
2022-07-04,Vancouver Island,F,Lab-diagnosed,80-89,1
2022-07-04,Interior,F,Lab-diagnosed,80-89,1
2022-07-04,Fraser,M,Lab-diagnosed,90+,2
2022-07-04,Fraser,F,Lab-diagnosed,90+,6
2022-07-04,Northern,M,Lab-diagnosed,70-79,2
2022-07-04,Interior,M,Lab-diagnosed,30-39,2
2022-07-04,Vancouver Island,F,Lab-diagnosed,90+,3
2022-07-04,Fraser,M,Lab-diagnosed,30-39,2
2022-07-04,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2022-07-04,Fraser,F,Lab-diagnosed,<10,0
2022-07-04,Fraser,M,Lab-diagnosed,70-79,7
2022-07-04,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2022-07-04,Vancouver Island,M,Lab-diagnosed,20-29,4
2022-07-04,Interior,F,Lab-diagnosed,70-79,1
2022-07-04,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2022-07-04,Interior,M,Lab-diagnosed,70-79,1
2022-07-04,Fraser,F,Lab-diagnosed,50-59,2
2022-07-04,Vancouver Coastal,F,Lab-diagnosed,80-89,5
2022-07-04,Fraser,M,Lab-diagnosed,<10,0
2022-07-04,Vancouver Coastal,M,Lab-diagnosed,80-89,2
2022-07-04,Vancouver Island,M,Lab-diagnosed,60-69,1
2022-07-04,Fraser,F,Lab-diagnosed,30-39,5
2022-07-04,Vancouver Coastal,M,Lab-diagnosed,30-39,4
2022-07-04,Fraser,M,Lab-diagnosed,80-89,5
2022-07-04,Vancouver Island,F,Lab-diagnosed,60-69,1
2022-07-04,Vancouver Island,M,Lab-diagnosed,30-39,2
2022-07-04,Vancouver Coastal,F,Lab-diagnosed,70-79,2
2022-07-04,Fraser,F,Lab-diagnosed,80-89,8
2022-07-04,Northern,F,Lab-diagnosed,50-59,2
2022-07-04,Vancouver Coastal,M,Lab-diagnosed,70-79,3
2022-07-04,Fraser,F,Lab-diagnosed,60-69,6
2022-07-04,Vancouver Coastal,M,Lab-diagnosed,90+,2
2022-07-04,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-07-04,Interior,M,Lab-diagnosed,60-69,1
